type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,pH,sulphates,alcohol,quality
white,7.6,0.29,0.49,9.6,0.03,45,197,3.13,0.38,12.3,7
white,6.7,0.62,0.24,1.1,0.039,6,62,3.41,0.32,10.4,5
white,6.8,0.27,0.49,1.2,0.044,35,126,3.13,0.48,12.1,7
white,7.7,0.27,0.49,1.8,0.041,23,86,3.16,0.42,12.5,6
white,6.7,0.51,0.24,2.1,0.043,14,155,3.22,0.6,13,6
white,7.4,0.19,0.49,9.3,0.03,26,132,2.99,0.32,11,7
white,8.3,0.2,0.49,1.7,0.04,34,169,3.05,0.37,10.1,5
white,6.6,0.3,0.24,1.2,0.034,17,121,3.13,0.36,9.2,5
white,6.8,0.36,0.24,4.6,0.039,24,124,3.27,0.34,12.6,7
white,7,0.17,0.74,12.8,0.045,24,126,3.26,0.38,12.2,8
white,9.2,0.18,0.49,1.5,0.041,39,130,3.04,0.49,9.8,7
white,8.1,0.2,0.49,8.1,0.051,51,205,3.1,0.52,11,6
white,7.8,0.26,0.74,7.5,0.044,59,160,3.22,0.64,10,6
white,6.8,0.21,0.49,14.5,0.06,50,170,3.55,0.44,9.8,6
white,7.9,0.2,0.49,1.6,0.053,15,144,3.16,0.47,10.5,5
white,8,0.18,0.49,1.8,0.061,10,145,3.23,0.48,10,5
white,8.8,0.23,0.74,3.2,0.042,15,126,3.02,0.51,11.2,6
white,7.3,0.22,0.49,9.4,0.034,29,134,2.99,0.32,11,7
white,7.3,0.22,0.49,9.9,0.031,48,161,3.01,0.28,11.2,6
white,7.4,0.19,0.49,9.3,0.03,26,132,2.99,0.32,11,7
white,7.3,0.155,0.49,1.3,0.039,34,136,3.14,0.77,10.5,6
white,8.2,0.22,0.49,9.6,0.037,53,154,3.02,0.33,10.6,6
white,8.2,0.24,0.49,9.3,0.038,52,163,3.02,0.33,10.6,6
white,8.4,0.23,0.49,7.8,0.035,22,95,3.04,0.34,12,6
white,8.3,0.2,0.49,1.7,0.04,34,169,3.05,0.37,10.1,5
white,8.3,0.2,0.49,1.7,0.038,38,167,3.05,0.37,10.1,6
white,6.6,0.3,0.24,1.2,0.034,17,121,3.13,0.36,9.2,5
white,6.9,0.21,0.49,1.4,0.041,15,164,3.25,0.63,11,5
white,8,0.25,0.49,9,0.044,31,185,3.34,0.49,10,6
white,6.6,0.21,0.49,18.15,0.042,41,158,3.28,0.39,8.7,6
white,7.2,0.27,0.74,12.5,0.037,47,156,3.04,0.44,8.7,5
white,14.2,0.27,0.49,1.1,0.037,33,156,3.15,0.54,11.1,6
white,7.9,0.28,0.49,7.7,0.045,48,195,3.04,0.55,11,6
white,7.4,0.27,0.49,1.1,0.037,33,156,3.15,0.54,11.1,6
white,6.6,0.21,0.49,18.15,0.042,41,158,3.28,0.39,8.7,6
white,7.2,0.27,0.74,12.5,0.037,47,156,3.04,0.44,8.7,5
white,8.1,0.3,0.49,8.1,0.037,26,174,3.1,0.3,11.2,7
white,7.5,0.23,0.49,7.7,0.049,61,209,3.14,0.3,11.1,7
white,7.3,0.26,0.49,5,0.028,32,107,3.24,0.54,10.8,6
white,7.1,0.18,0.74,15.6,0.044,44,176,3.38,0.67,9,6
white,8.5,0.15,0.49,1.5,0.031,17,122,3.03,0.4,10.3,6
white,8.9,0.13,0.49,1,0.028,6,24,2.91,0.32,9.9,5
white,8.1,0.28,0.49,1,0.04,32,148,3.13,0.41,10,6
white,6,0.17,0.49,1,0.034,26,106,3.21,0.42,9.8,6
white,7.3,0.26,0.49,5,0.028,32,107,3.24,0.54,10.8,6
white,7.1,0.18,0.74,15.6,0.044,44,176,3.38,0.67,9,6
white,7.1,0.53,0.24,0.8,0.029,29,86,3.16,0.32,9.1,4
white,7.2,0.16,0.49,1.3,0.037,27,104,3.23,0.57,10.6,6
white,7.3,0.14,0.49,1.1,0.038,28,99,3.2,0.72,10.6,6
white,8.9,0.13,0.49,1,0.028,6,24,2.91,0.32,9.9,5
white,7.9,0.12,0.49,5.2,0.049,33,152,3.18,0.47,10.6,6
white,6.7,0.29,0.49,4.7,0.034,35,156,3.13,0.45,9.9,6
white,6.7,0.3,0.49,4.8,0.034,36,158,3.12,0.45,9.9,6
white,7.1,0.36,0.24,1.8,0.025,32,102,3.34,0.59,12.8,6
white,8.5,0.15,0.49,1.5,0.031,17,122,3.03,0.4,10.3,6
white,7.9,0.18,0.49,5.2,0.051,36,157,3.18,0.48,10.6,6
white,6.6,0.19,0.99,1.2,0.122,45,129,3.09,0.31,8.7,6
white,7.3,0.21,0.49,1.8,0.038,44,152,3.32,0.44,12.6,7
white,6.9,0.3,0.49,7.6,0.057,25,156,3.43,0.63,11,7
white,7.9,0.42,0.49,8.2,0.056,32,164,3.29,0.6,11.2,7
white,6.9,0.24,0.49,1.3,0.032,35,148,3.45,0.57,10.7,7
white,7.6,0.23,0.49,10,0.036,45,182,3.08,0.58,9.6,6
white,7.9,0.18,0.49,5.2,0.051,36,157,3.18,0.48,10.6,6
white,6.2,0.43,0.49,6.4,0.045,12,115,3.27,0.57,9,4
white,8.8,0.35,0.49,1,0.036,14,56,2.96,0.33,10.5,4
white,7.8,0.3,0.74,1.8,0.033,33,156,3.29,0.52,12.8,6
white,9.1,0.28,0.49,2,0.059,10,112,3.15,0.46,10.1,5
white,7.1,0.34,0.49,1.5,0.027,26,126,3.3,0.33,12.2,7
white,7.8,0.3,0.74,1.8,0.033,33,156,3.29,0.52,12.8,6
white,9.1,0.28,0.49,2,0.059,10,112,3.15,0.46,10.1,5
white,8.5,0.19,0.49,3.5,0.044,29,117,3.14,0.51,10.1,6
white,7.6,0.18,0.49,18.05,0.046,36,158,3.06,0.41,9.2,5
white,7.5,0.19,0.49,1.8,0.055,19,110,3.33,0.44,9.9,5
white,7.4,0.3,0.49,8.2,0.055,49,188,3.52,0.58,9.7,6
white,6.7,0.3,0.74,5,0.038,35,157,3.21,0.46,9.9,5
white,6.6,0.3,0.74,4.6,0.041,36,159,3.21,0.45,9.9,5
white,7.4,0.3,0.49,8.2,0.055,49,188,3.52,0.58,9.7,6
white,6.9,0.22,0.49,7,0.063,50,168,3.54,0.5,10.3,6
white,7.8,0.26,0.49,3.1,0.045,21,116,3.16,0.35,10.3,5
white,8.5,0.17,0.49,8.8,0.048,23,108,2.88,0.34,10.5,4
white,6.8,0.17,0.74,2.4,0.053,61,182,3.63,0.76,10.5,6
white,6.2,0.27,0.49,1.4,0.05,20,74,3.32,0.44,9.8,6
white,7.1,0.64,0.49,1.8,0.05,17,128,3.31,0.58,10.6,4
white,6.4,0.18,0.74,11.9,0.046,54,168,3.58,0.68,10.1,5
white,7.6,0.31,0.49,13.4,0.062,50,191,3.22,0.53,9,4
white,9.8,0.31,0.49,15.4,0.046,13,119,3.18,0.45,9.5,5
white,9,0.3,0.49,7.2,0.039,32,84,2.94,0.32,11.5,6
white,8.4,0.24,0.49,7.4,0.039,46,108,3.03,0.33,11.9,7
white,6.4,0.18,0.74,11.9,0.046,54,168,3.58,0.68,10.1,5
white,6.4,0.25,0.74,7.8,0.045,52,209,3.21,0.42,9.2,6
white,7.3,0.3,0.74,13.5,0.039,46,165,3.02,0.4,8.7,5
white,9.3,0.31,0.49,1.3,0.042,34,147,3.11,0.46,9.8,5
white,6.4,0.25,0.74,7.8,0.045,52,209,3.21,0.42,9.2,6
white,7.3,0.3,0.74,13.5,0.039,46,165,3.02,0.4,8.7,5
white,7,0.27,0.74,1.5,0.036,27,122,3.35,0.48,11.2,6
white,7.9,0.14,0.74,1.2,0.028,30,165,3.08,0.82,12.3,6
white,6.4,0.12,0.49,6.4,0.042,49,161,3.34,0.44,10.4,6
white,6.8,0.21,0.74,1.2,0.047,25,111,3.13,0.41,10.7,6
white,8.6,0.16,0.49,7.3,0.043,9,63,3.13,0.59,10.5,6
white,7,0.29,0.49,3.8,0.047,37,136,2.95,0.4,9.4,6
white,6.4,0.27,0.49,7.3,0.046,53,206,3.24,0.43,9.2,6
white,6.6,0.55,0.01,2.7,0.034,56,122,3.15,0.3,11.9,5
white,6.4,0.27,0.49,7.3,0.046,53,206,3.24,0.43,9.2,6
white,6.3,0.24,0.74,1.4,0.172,24,108,3.27,0.39,9.9,6
white,6.7,0.33,0.49,1.6,0.167,20,94,3.11,0.5,11.4,6
white,7,0.29,0.49,3.8,0.047,37,136,2.95,0.4,9.4,6
white,8.2,0.34,0.49,8,0.046,55,223,3.08,0.52,10.7,6
white,5.6,0.39,0.24,4.7,0.034,27,77,3.28,0.36,12.7,5
white,5.6,0.41,0.24,1.9,0.034,10,53,3.32,0.5,13.5,7
white,6.7,0.41,0.01,2.8,0.048,39,137,3.24,0.35,9.5,5
white,7.1,0.26,0.49,2.2,0.032,31,113,3.37,0.42,12.9,9
white,7.5,0.32,0.49,1.7,0.031,44,109,3.07,0.46,12.5,6
white,5.8,0.19,0.49,4.9,0.04,44,118,3.34,0.38,9.5,7
white,6.9,0.27,0.49,23.5,0.057,59,235,2.98,0.47,8.6,5
white,8.1,0.2,0.49,11.8,0.048,46,212,3.09,0.46,10,7
white,7.5,0.32,0.49,1.7,0.031,44,109,3.07,0.46,12.5,6
white,8.2,0.26,0.49,5.2,0.04,19,100,3.12,0.34,10.1,6
white,7.8,0.26,0.49,3.2,0.027,28,87,3.03,0.32,11.3,7
white,8,0.14,0.49,1.5,0.035,42,120,3.26,0.4,10.6,7
white,8,0.29,0.49,11.7,0.035,40,131,3.14,0.34,10.8,5
white,7.5,0.19,0.49,1.6,0.047,42,140,3.4,0.47,10.7,6
white,6.9,0.34,0.49,7.3,0.045,61,206,3.09,0.4,9,6
white,6.2,0.2,0.49,1.6,0.065,17,143,3.22,0.52,9.2,6
white,6.4,0.37,0.49,13.3,0.045,53,243,3.14,0.48,8.5,6
white,6.2,0.22,0.49,6,0.029,31,128,3.41,0.36,11.3,8
white,7.8,0.26,0.49,3.2,0.027,28,87,3.03,0.32,11.3,7
white,8.9,0.32,0.49,1.6,0.05,17,131,3.13,0.34,9.4,5
white,6.5,0.44,0.49,7.7,0.045,16,169,3.11,0.37,8.7,6
white,7,0.14,0.49,5.9,0.053,22,118,3.36,0.36,9.4,6
white,9,0.17,0.49,1,0.039,46,131,3.09,0.51,10.5,7
white,6.4,0.26,0.49,6.4,0.037,37,161,3.38,0.53,9.7,6
white,9,0.22,0.49,10.4,0.048,52,195,3.31,0.44,10.2,6
white,8.9,0.32,0.49,1.6,0.05,17,131,3.13,0.34,9.4,5
white,8.2,0.2,0.49,3.5,0.057,14,108,3.19,0.35,11.5,6
white,7.8,0.15,0.24,7.7,0.047,21,98,2.94,0.31,9.6,6
white,6.9,0.25,0.24,1.8,0.053,6,121,3.23,0.7,11.4,5
white,8.2,0.2,0.49,3.5,0.057,14,108,3.19,0.35,11.5,6
white,7.1,0.28,0.49,6.5,0.041,28,111,3.41,0.58,12.2,8
white,7.4,0.19,0.49,6.7,0.037,15,110,3.2,0.38,11,7
white,8.3,0.25,0.49,16.8,0.048,50,228,3.03,0.52,9.2,6
white,7.5,0.14,0.74,1.6,0.035,21,126,3.26,0.45,10.2,6
white,7.8,0.49,0.49,7,0.043,29,149,3.21,0.33,10,5
white,8.1,0.12,0.49,1.2,0.042,43,160,3.13,0.48,9.7,6
white,7.6,0.47,0.49,13,0.239,42,220,2.96,0.51,9.2,5
white,7.9,0.22,0.49,3.8,0.042,26,105,3.1,0.39,10.5,5
white,7.8,0.49,0.49,7,0.043,29,149,3.21,0.33,10,5
white,6.4,0.22,0.49,7.5,0.054,42,151,3.27,0.52,10.1,6
white,7.3,0.19,0.49,15.55,0.058,50,134,3.42,0.36,9.1,7
white,8.1,0.3,0.49,12.3,0.049,50,144,3.09,0.57,10.2,7
white,7.3,0.19,0.49,15.55,0.058,50,134,3.42,0.36,9.1,7
white,7.5,0.24,0.49,9.4,0.048,50,149,3.17,0.59,10.5,7
white,6.4,0.22,0.49,7.5,0.054,42,151,3.27,0.52,10.1,6
white,7.8,0.21,0.49,1.2,0.036,20,99,3.05,0.28,12.1,7
white,7.1,0.3,0.49,1.6,0.045,31,100,3.4,0.59,10.2,5
white,6.9,0.26,0.49,1.6,0.058,39,166,3.65,0.52,9.4,4
white,7.6,0.31,0.49,3.95,0.044,27,131,3.08,0.67,12.8,7
white,6.4,0.42,0.74,12.8,0.076,48,209,3.12,0.58,9,6
white,8.2,0.29,0.49,1,0.044,29,118,3.24,0.36,10.9,4
white,7.9,0.33,0.28,31.6,0.053,35,176,3.15,0.38,8.8,6
white,6.6,0.46,0.49,7.4,0.052,19,184,3.11,0.38,9,5
white,7.8,0.28,0.49,1.3,0.046,27,142,3.09,0.59,10.2,5
white,5.8,0.15,0.49,1.1,0.048,21,98,3.19,0.48,9.2,5
white,7.8,0.4,0.49,7.8,0.06,34,162,3.26,0.58,11.3,6
white,6.6,0.31,0.49,7.7,0.05,52,220,3.12,0.45,8.8,5
white,6.6,0.325,0.49,7.7,0.049,53,217,3.16,0.4,9.3,5
white,6.6,0.27,0.49,7.8,0.049,62,217,3.17,0.45,9.4,6
white,6.7,0.26,0.49,8.3,0.047,54,191,3.23,0.4,10.3,6
white,6.7,0.21,0.49,1.4,0.047,30,114,2.92,0.42,10.8,7
white,7.9,0.33,0.28,31.6,0.053,35,176,3.15,0.38,8.8,6
white,8.1,0.28,0.46,15.4,0.059,32,177,3.27,0.58,9,4
white,6.5,0.13,0.37,1,0.036,48,114,3.41,0.51,11.5,8
white,7.8,0.445,0.56,1,0.04,8,84,3.25,0.43,10.8,5
white,8.8,0.39,0.34,5.9,0.055,33,128,2.95,0.51,11.8,6
white,7.9,0.18,0.33,1.2,0.033,20,72,3.12,0.38,10.5,7
white,7.1,0.31,0.38,1.2,0.036,10,124,3.14,0.44,9.9,6
white,7.8,0.24,0.18,6.7,0.046,33,160,3.2,0.56,9.8,6
white,7,0.35,0.3,6.5,0.028,27,87,3.4,0.42,11.4,7
white,6.6,0.26,0.31,4.8,0.138,41,168,3.2,0.38,9.3,5
white,6.6,0.27,0.31,5.3,0.137,35,163,3.2,0.38,9.3,5
white,6.8,0.22,0.29,8.9,0.046,82,188,3.3,0.44,10.3,6
white,6.2,0.27,0.32,8.8,0.047,65,224,3.17,0.47,8.9,5
white,7,0.35,0.3,6.5,0.028,27,87,3.4,0.42,11.4,7
white,7.3,0.23,0.37,1.8,0.032,60,156,3.11,0.35,11.1,6
white,6.2,0.3,0.2,6.6,0.045,42,170,3.36,0.45,10.4,6
white,6.4,0.35,0.2,5.7,0.034,18,117,3.33,0.43,10.1,5
white,7.6,0.32,0.34,18.35,0.054,44,197,3.22,0.55,9,5
white,6.3,0.31,0.3,10,0.046,49,212,3.74,0.55,11.9,6
white,7.2,0.25,0.28,14.4,0.055,55,205,3.12,0.38,9,7
white,7.2,0.25,0.28,14.4,0.055,55,205,3.12,0.38,9,7
white,7.3,0.26,0.33,17.85,0.049,41.5,195,3.06,0.44,9.1,7
white,7.2,0.25,0.28,14.4,0.055,55,205,3.12,0.38,9,7
white,7.4,0.26,0.37,9.4,0.047,42,147,3.46,0.72,10,5
white,7.3,0.26,0.33,17.85,0.049,41.5,195,3.06,0.44,9.1,7
white,6.7,0.25,0.26,1.55,0.041,118.5,216,3.55,0.63,9.4,3
white,7.1,0.16,0.25,1.3,0.034,28,123,3.27,0.55,11.4,6
white,9,0.43,0.3,1.5,0.05,7,175,3.11,0.45,9.7,4
white,7.2,0.25,0.28,14.4,0.055,55,205,3.12,0.38,9,7
white,7,0.24,0.3,4.2,0.04,41,213,3.28,0.49,11.8,6
white,6.7,0.265,0.22,8.6,0.048,54,198,3.25,0.41,10.2,5
white,7.7,0.12,0.32,1.4,0.06,47,150,3.37,0.42,9.2,6
white,7.2,0.21,0.33,3,0.036,35,132,3.25,0.4,11,6
white,8.5,0.32,0.36,14.9,0.041,47,190,3.08,0.31,10,6
white,6.9,0.18,0.3,2,0.038,39,190,3.32,0.37,12.2,6
white,7,0.24,0.3,4.2,0.04,41,213,3.28,0.49,11.8,6
white,6.3,0.26,0.29,2.2,0.043,35,175,3.38,0.43,11.6,6
white,6.7,0.26,0.3,1.8,0.043,25,121,3.44,0.61,10.2,6
white,7.9,0.29,0.36,11.1,0.033,43,208,3.14,0.46,10.3,5
white,6.5,0.27,0.19,4.2,0.046,6,114,3.25,0.35,8.6,4
white,6.7,0.33,0.42,6.4,0.058,27,151,3.16,0.44,9.6,5
white,6.7,0.31,0.42,6.4,0.057,25,148,3.16,0.45,9.6,5
white,6.6,0.25,0.31,1.5,0.035,32,127,3.41,0.47,11.3,6
white,6.4,0.24,0.22,1.5,0.038,38,157,3.41,0.55,9.9,6
white,6.8,0.26,0.29,16.95,0.056,48,179,3.45,0.4,9.6,5
white,7,0.61,0.26,1.7,0.051,25,161,3.36,0.6,10.6,4
white,6.8,0.22,0.3,13.6,0.055,50,180,3.44,0.39,9.8,5
white,8.1,0.31,0.24,1.6,0.032,10,67,3.08,0.47,10.5,5
white,7,0.2,0.3,6.1,0.037,31,120,3.24,0.51,10.8,5
white,7.9,0.18,0.37,3,0.061,25,178,3.22,0.51,10,6
white,6.6,0.34,0.27,6.2,0.059,23,136,3.3,0.49,10.1,6
white,6.8,0.3,0.24,6.6,0.123,35,116,3.07,0.48,9.4,5
white,6.5,0.18,0.34,1.6,0.04,43,148,3.32,0.59,11.5,8
white,7,0.21,0.31,6,0.046,29,108,3.26,0.5,10.8,6
white,6.8,0.27,0.32,1.5,0.044,19,142,3.1,0.43,9.9,6
white,9.3,0.2,0.33,1.7,0.05,28,178,3.16,0.43,9,4
white,5.8,0.23,0.27,1.8,0.043,24,69,3.38,0.31,9.4,6
white,7.6,0.2,0.39,2.6,0.044,30,180,3.46,0.44,10.8,7
white,8.2,0.15,0.48,2.7,0.052,24,190,3.5,0.45,10.9,7
white,7.5,0.4,1,19.5,0.041,33,148,3.24,0.38,12,6
white,6.5,0.18,0.34,1.6,0.04,43,148,3.32,0.59,11.5,8
white,7,0.13,0.3,5,0.056,31,122,3.47,0.42,10.5,6
white,6.9,0.17,0.22,4.6,0.064,55,152,3.29,0.37,9.3,6
white,7,0.3,0.32,6.4,0.034,28,97,3.23,0.44,11.8,6
white,7.6,0.445,0.44,14.5,0.045,68,212,3.48,0.36,10,6
white,6.8,0.3,0.24,6.6,0.123,35,116,3.07,0.48,9.4,5
white,7.5,0.22,0.33,6.7,0.036,45,138,3.2,0.68,11.4,6
white,9.2,0.23,0.3,1.1,0.031,40,99,2.94,0.3,10.4,6
white,8.7,0.34,0.46,13.8,0.055,68,198,3.36,0.37,9.5,6
white,6.6,0.545,0.04,2.5,0.031,48,111,3.14,0.32,11.9,5
white,8.1,0.3,0.31,1.1,0.041,49,123,2.99,0.45,11.1,6
white,6.9,0.16,0.3,9.6,0.057,50,185,3.39,0.38,9.6,6
white,8,0.32,0.36,4.6,0.042,56,178,3.29,0.47,12,6
white,6.1,0.22,0.23,3.1,0.052,15,104,3.14,0.42,8.7,5
white,6.9,0.16,0.3,9.6,0.057,50,185,3.39,0.38,9.6,6
white,7.5,0.15,0.38,1.8,0.054,19,101,3.24,0.44,10,5
white,8.4,0.29,0.29,1.05,0.032,4,55,2.91,0.32,11.4,4
white,6.6,0.37,0.47,6.5,0.061,23,150,3.14,0.45,9.6,6
white,7.7,0.38,0.4,2,0.038,28,152,3.18,0.32,12.9,6
white,6.3,0.25,0.23,14.9,0.039,47,142,3.14,0.35,9.7,6
white,8.3,0.3,0.36,10,0.042,33,169,3.23,0.51,9.3,6
white,6.6,0.22,0.58,1.1,0.133,52,136,3.1,0.3,9.1,5
white,6.1,0.34,0.31,12,0.053,46,238,3.16,0.48,8.6,5
white,7.5,0.22,0.29,4.8,0.05,33,87,3.14,0.42,9.9,5
white,8.3,0.3,0.36,10,0.042,33,169,3.23,0.51,9.3,6
white,8,0.27,0.24,1.2,0.044,20,102,3.28,0.42,10.9,5
white,6.1,0.17,0.27,1.5,0.056,45,135,3.2,0.43,10.2,6
white,7.4,0.18,0.3,10.4,0.045,44,174,3.11,0.57,9.7,6
white,6.7,0.16,0.28,2.5,0.046,40,153,3.38,0.51,11.4,7
white,6.1,0.255,0.44,12.3,0.045,53,197,3.24,0.54,9.5,6
white,7.4,0.23,0.25,1.4,0.049,43,141,3.42,0.54,10.2,7
white,6.4,0.16,0.28,2.2,0.042,33,93,3.31,0.43,11.1,6
white,6.3,0.25,0.23,14.9,0.039,47,142,3.14,0.35,9.7,6
white,6.7,0.27,0.25,8,0.053,54,202,3.22,0.43,9.3,5
white,6.9,0.29,0.23,8.6,0.056,56,215,3.17,0.44,8.8,5
white,9.6,0.21,0.28,1.2,0.038,12,53,2.8,0.46,10.6,5
white,6.6,0.62,0.2,8.7,0.046,81,224,3.17,0.44,9.3,5
white,6.4,0.28,0.19,5.4,0.042,67,181,3.31,0.35,10.2,6
white,8,0.3,0.28,5.7,0.044,31,124,3.16,0.51,10.2,6
white,6.4,0.17,0.27,1.5,0.037,20,98,3.46,0.42,11,7
white,7.3,0.21,0.3,10.9,0.037,18,112,3.4,0.5,9.6,6
white,6.7,0.27,0.25,8,0.053,54,202,3.22,0.43,9.3,5
white,6.9,0.29,0.23,8.6,0.056,56,215,3.17,0.44,8.8,5
white,6.6,0.32,0.26,7.7,0.054,56,209,3.17,0.45,8.8,5
white,7.4,0.32,0.22,1.7,0.051,50,179,3.28,0.69,8.9,5
white,6.6,0.37,0.07,1.4,0.048,58,144,3.17,0.38,10,5
white,7.7,0.43,0.28,4.5,0.046,33,102,3.16,0.56,12.2,7
white,7.8,0.39,0.26,9.9,0.059,33,181,3.04,0.42,10.9,6
white,6.5,0.18,0.26,1.4,0.041,40,141,3.34,0.72,9.5,6
white,7.8,0.4,0.26,9.5,0.059,32,178,3.04,0.43,10.9,6
white,7.8,0.39,0.26,9.9,0.059,33,181,3.04,0.42,10.9,6
white,6.9,0.19,0.28,3,0.054,33,99,3.16,0.4,10.8,6
white,7.7,0.49,1,19.6,0.03,28,135,3.24,0.4,12,6
white,6.6,0.25,0.35,14,0.069,42,163,3.56,0.47,9.8,5
white,6.5,0.18,0.26,1.4,0.041,40,141,3.34,0.72,9.5,6
white,6.4,0.15,0.36,1.8,0.034,43,150,3.42,0.69,11,8
white,6.4,0.15,0.36,1.8,0.034,43,150,3.42,0.69,11,8
white,8.4,0.17,0.31,5.4,0.052,47,150,3.24,0.38,9.8,5
white,6.1,0.32,0.37,1.8,0.051,13,200,3.49,0.44,10.5,4
white,8.5,0.21,0.26,9.25,0.034,73,142,3.05,0.37,11.4,6
white,8.7,0.45,0.4,1.5,0.067,17,100,3.27,0.57,10.1,6
white,6.7,0.24,0.29,6.8,0.038,54,127,3.33,0.46,11.6,7
white,8.5,0.21,0.26,9.25,0.034,73,142,3.05,0.37,11.4,6
white,7.4,0.33,0.26,2.6,0.04,29,115,3.07,0.52,11.8,7
white,7.2,0.26,0.3,2.1,0.033,50,158,3.33,0.43,12.1,7
white,8.2,0.36,0.29,7.6,0.035,37,122,3.16,0.34,12,5
white,7.8,0.2,0.24,1.6,0.026,26,189,3.08,0.74,12.1,7
white,9.4,0.16,0.3,1.4,0.042,26,176,3.15,0.46,9.1,5
white,6.4,0.33,0.24,1.6,0.054,25,117,3.36,0.5,9.3,5
white,7.8,0.22,0.36,1.4,0.056,21,153,3.2,0.53,10.4,6
white,7.4,0.35,0.31,17.95,0.062,42,187,3.27,0.64,9.1,5
white,6.6,0.37,0.24,2,0.064,23,120,3.32,0.54,9.4,5
white,6.7,0.37,0.41,6.3,0.061,22,149,3.16,0.47,9.6,6
white,7.1,0.37,0.32,1.4,0.037,27,126,3.19,0.62,12,5
white,6.9,0.25,0.27,9.05,0.039,37,128,3.27,0.34,11.3,8
white,6.8,0.23,0.29,15.4,0.073,56,173,3.06,0.41,8.7,6
white,6.4,0.26,0.21,7.1,0.04,35,162,3.39,0.58,9.9,6
white,7.6,0.3,0.22,10.2,0.049,57,191,3.08,0.4,9.3,6
white,9.4,0.16,0.23,1.6,0.042,14,67,3.07,0.32,9.5,5
white,6.8,0.23,0.29,15.4,0.073,56,173,3.06,0.41,8.7,6
white,6.4,0.26,0.21,7.1,0.04,35,162,3.39,0.58,9.9,6
white,7.6,0.3,0.22,10.2,0.049,57,191,3.08,0.4,9.3,6
white,7.5,0.33,0.39,12.4,0.065,29,119,3.16,0.39,9.4,5
white,7.6,0.38,0.2,3.4,0.046,9,116,3.15,0.41,9.4,5
white,8.8,0.2,0.43,15,0.053,60,184,3.28,0.79,8.8,6
white,7.5,0.33,0.39,12.4,0.065,29,119,3.16,0.39,9.4,5
white,8.8,0.2,0.43,15,0.053,60,184,3.28,0.79,8.8,6
white,6.6,0.36,0.21,1.5,0.049,39,184,3.18,0.41,9.9,6
white,7.6,0.38,0.2,3.4,0.046,9,116,3.15,0.41,9.4,5
white,5.6,0.46,0.24,4.8,0.042,24,72,3.29,0.37,12.6,6
white,7.2,0.15,0.38,1.2,0.038,18,110,3.19,0.43,11.1,6
white,8.2,0.42,0.29,4.1,0.03,31,100,3,0.32,12.8,7
white,6.8,0.3,0.35,2.8,0.038,10,164,3.09,0.53,12,6
white,6.7,0.27,0.3,13.9,0.029,34,131,3.36,0.5,12,7
white,7.2,0.5,0,0.8,0.034,46,114,3.19,0.34,9.2,4
white,6,0.26,0.29,1,0.032,27,96,3.38,0.44,12.3,6
white,6.8,0.33,0.28,1.2,0.032,38,131,3.19,0.41,13,6
white,6.8,0.3,0.35,2.8,0.038,10,164,3.09,0.53,12,6
white,7.4,0.29,0.31,1.7,0.035,23,110,3.07,0.38,10.9,5
white,8.2,0.42,0.29,4.1,0.03,31,100,3,0.32,12.8,7
white,7.3,0.19,0.24,6.3,0.054,34,231,3.36,0.54,10,6
white,6.5,0.32,0.12,11.5,0.033,35,165,3.22,0.32,9,5
white,7.1,0.32,0.4,1.5,0.034,13,84,3.42,0.6,10.4,5
white,6.5,0.32,0.12,11.5,0.033,35,165,3.22,0.32,9,5
white,7.3,0.19,0.24,6.3,0.054,34,231,3.36,0.54,10,6
white,7.3,0.17,0.23,6.3,0.051,35,240,3.36,0.54,10,6
white,7.7,0.44,0.24,11.2,0.031,41,167,3.12,0.43,11.3,7
white,7.7,0.44,0.24,11.2,0.031,41,167,3.12,0.43,11.3,7
white,7.4,0.49,0.24,15.1,0.03,34,153,3.13,0.51,12,7
white,7.7,0.44,0.24,11.2,0.031,41,167,3.12,0.43,11.3,7
white,7.4,0.49,0.24,15.1,0.03,34,153,3.13,0.51,12,7
white,6.4,0.21,0.3,5.6,0.044,43,160,3.6,0.41,10.6,6
white,8,0.55,0.42,12.6,0.211,37,213,2.99,0.56,9.3,5
white,7,0.19,0.23,5.7,0.123,27,104,3.04,0.54,9.4,6
white,7.2,0.24,0.29,2.2,0.037,37,102,3.27,0.64,11,7
white,6.5,0.34,0.36,11,0.052,53,247,3.44,0.55,9.3,6
white,7,0.19,0.23,5.7,0.123,27,104,3.04,0.54,9.4,6
white,6.9,0.18,0.33,1,0.054,24,164,3.42,0.51,10.5,5
white,7.2,0.24,0.29,2.2,0.037,37,102,3.27,0.64,11,7
white,8.2,0.18,0.31,11.8,0.039,96,249,3.07,0.52,9.5,6
white,8.3,0.28,0.45,7.8,0.059,32,139,3.33,0.77,11.2,6
white,6.1,0.34,0.46,4.7,0.029,21,94,3.29,0.62,12.3,6
white,7.4,0.44,0.2,11.5,0.049,44,157,3.27,0.44,9,5
white,7.6,0.26,0.58,7.9,0.041,62,180,3.07,0.38,9,5
white,7.4,0.44,0.2,11.5,0.049,44,157,3.27,0.44,9,5
white,8.7,0.49,0.57,17.8,0.052,34,243,2.98,0.82,9,5
white,7,0.24,0.25,1.7,0.042,48,189,3.25,0.42,11.4,6
